id	text	title
110	新北市幼儿园喂药事件延烧，新北市政府宣布即日起全台6岁幼儿均可至新北市采检相关检验，全额费用由新北市政府提供。民众党2024参选人、党主席柯文哲下午受访表示，直言ridiculous（荒谬），他说，要大选的人不要随便骂人，可是有的事情就是太离谱嘛，全台湾跑到新北做什么筛检？人要怎么来？什么标准做？英文叫ridiculous！已经10天了，继续占据媒体版面这么多，还没人知道事实真相是什么，实在是胡搞。对此，新北市政府副发言人罗婉庭17日回应反击，“柯医师你弄错了”，不要误把冯京当马凉，　这绝非“普筛”，概念完全不同，对于全台对孩子健康有疑虑的家长，如果想到新北采检，新北都会提供相关医疗服务。中央不愿意做的，新北市愿意承担，初衷是为了降低社会疑虑，让家长及学生都放心。柯文哲下午到八德主持民众党八德区服务处成立揭牌，包括民众党不分区立委赖香伶、市党部主委黄成峻以及60多位民众党干部与支持者到场祝贺，新任区主任也是民众党桃园市党部发言人李慕妍，18岁就开始踏入美容业，现在已经经营3家婚纱店，即将代表民众党投入桃园市第六选区（八德区、大溪区、复兴区、中坜区兴仁里等12	新北开放全国幼童免费验巴比妥 柯文哲：制造更多恐慌
111	即将代表中国国民党参选台北市大安区立委的罗智强，日前在接受广播节目专访时，提出“政党轮替大联盟”概念，认为在野党必须要携手合作，谁当总统是次要问题，政党轮替才是最主要关键。此概念提出后引发各界议论，甚至连国民党内部分人士都不买账，引发批判声浪。罗智强则是在16日晚间发表道歉声明，表示倡议政党轮替大联盟，引起诸多纷扰，郑重向各界致歉，并进行四个反省。罗智强16日晚间在脸书发表声明，表示他倡议政党轮替大联盟，引起诸多纷扰，他思虑不周，深感抱歉，郑重向各界致歉。并进行四个反省。罗智强四个反省包括，一、即日起，本次总统大选，不再倡议政党轮替大联盟。二、暂停所有政论节目、暂时不接受媒体访问。三、外界一切批评，皆虚心接受。暂停受访期间，如有需要澄清说明之事，皆透过脸书说明。四、一如既往，努力耕耘大安区，勤跑基层、努力服务、提出政见。全力以赴赢得大安区立委选举。 【中评社】【图片为资料照】	政党轮替大联盟掀波 罗智强致歉提4反省
112	国民党2024参选人、新北市长侯友宜16日拜会现年87岁的国民党前主席连战，侯在脸书发出两人合照，并分享连战对他说的话“这一仗，国民党一定要赢！不畏风雨，团结向前，我们全力支持！”，侯也向蓝营喊话“我们一定要赢，我们一定会赢，大家一起，拼了！”16日的“连侯会”在座的还有连战之子、国民党副主席连胜文、前国民党副主席林丰正。侯友宜表示，面对内政萧条、社会对立、两岸对峙的处境，连主席坚毅的话语，道尽对于他及所有同志，最深的企盼。侯友宜在脸书喊话，团结一致，扛起“中华民国”重责大任，让台湾走向正途，就是我们的义务与使命！明年这一仗，攸关“国家”的和平与未来，唯有坚定步伐，全力以赴，才可以跨越重重险阻，实现政党轮替，重返执政。 连胜文在脸书发文指出，明年因蓝军不团结，再让民进党及Lie侥幸当选，那两岸之间就更不可能有任何沟通及化解敌意的机会，只要国民党团结，只要支持蓝军的朋友们愿意给我们一个机会，这个世界上就绝对没有过不了的关，打不赢的仗。连胜文表示，父亲连战会见侯友宜时，除关心近况外，也鼓励侯友宜面对挑战一定要有泰山崩于前而面不改色的勇气！坚定自己为国家奋斗	连战呼吁国民党团结一致 唯一支持侯友宜
113	彭博新闻引述知情人士说法，美国在台协会（AIT）新任主席罗森伯格（Laura Rosenberger）上周与明年大选的主要参选选人相继会面，包括民进党赖清德、国民党侯友宜、台湾民众党柯文哲。与侯会面时，曾询问侯如果赢得明年的大选，将如何处理与北京之间的关系。罗森伯格6月7日与侯友宜共进晚餐，是罗森伯格3月接AIT主席以来首次跟侯友宜会面。彭博报导指出，无论哪一方获胜，都可能会为未来几年中美关系定调，罗森伯格在与民进党2024候选人赖清德、台湾民众党2024候选人柯文哲会谈时，都坚持美国的中立承诺。AIT一名官员向彭博新闻表示，罗森伯格这次旅行与三位候选人见面，讨论如何加强与台湾的非官方关系。该名官员强调，美国不会在选举中选边站，也反对任何外部势力介入选举。报导表示，在与侯友宜的晚餐中，罗森伯格被问到想点猪肉还是牛肉时，甚至还跟侯友宜开玩笑。知情人士透露，罗森伯格的回答是，她两个都想要，暗示美国不会选边站。知情人士称，侯友宜在谈及两岸关系时表示，将重启两岸之间部分陷入停滞的合作领域，例如教育合作和联手打击犯罪等问题。知情人士称，侯还强调，将致力于与	彭博：AIT主席晤蓝绿白选将 把脉台海走向
114	美国中国研究专家、哥伦比亚大学政治系教授黎安友（Andrew James Nathan）今日表示，中国必须拥有台湾，没有妥协的余地，北京想要推进，但两岸对话只会维持现状，所以九二共识并不足以稳定局势，维持现状的口号也已经过时了。黎安友也认为，对于美国和中国来说，台湾问题是一个零和游戏，美国如果对台湾问题态度软弱，日本、韩国、北约等盟友也将不再信任美国。台北论坛16日邀请黎安友（Andrew James Nathan）以“如何防止台海冲突”（Deterring Conflict in the Taiwan Strait）为题发表演说。出席成员包括台北论坛董事长苏起、工总理事长苗丰强、前“外交部长”林永乐、前陆委会副主委张良任等。黎安友认为，中国不会软化立场，台美需要提升对中国“可信的威胁”，也需要避免犯错，不过可能会造成军事冲突的最高风险仍来自美国。黎安友也相当关注台湾2024大选，他表示，现在台湾三党参选人都愿意与中国对话，可是不论谁当选，北京都会要求承认九二共识，接着还会给台湾更多压力，所以“九二共识并不足以稳定局势”。黎安友指出，北京势必为给	黎安友：不论谁当选总统 北京都将给台湾更多压力
115	国民党2024参选人、新北市长侯友宜中午到桃园中坜出席陆军官校校友会会员大会暨庆祝黄埔建校99周年活动，刚进场准备受访，突然有五、六名男女举白布条要求尊重工会民主，对于突如其来的抗议，侯友宜始终笑脸以对，他提到民主自由是最可贵的，但要理性看待，更重要要遵守法治。陆军官校校友会会员大会暨庆祝黄埔建校99周年活动中午在中坜绿光花园餐厅举办，席开99桌，活动邀请侯友宜、国民党桃园市长张善政来一同庆贺，国民党桃园立委提名人万美玲、鲁明哲、涂权吉、牛煦庭及吕玉玲等都到场，国民党前副主席陈镇湘、黄复兴党部主委季麟连等及桃园校友会理事长黄绍天都到场，一起切蛋糕祝福黄埔建校99岁生日快乐。活动开始之前，先安排侯友宜、张善政受访，一群人刚站定位，突然有五、六位民众持布条从会场左方闯入，布条写下“新北市府打压社会民主”、“侯市长别做独裁帮凶”、“尊重工会民主”高喊抗议，场面几度尴尬，所幸最后顺利排除。无独有偶，新北市府今上午也遭泼漆，也有民众不满侯友宜丢下新北市，准备当落跑市长，而脸书近期出现罢免侯友宜社团，侯友宜民调也拉不起来，考验侯友宜的临场反应。面对突如其来的抗议	到桃园遇抗议 侯友宜：民主自由可贵也要珍惜法治
116	针对媒体报导中国国民党主席朱立伦与2024参选人侯友宜双方幕僚，日前为了整合鸿海创办人郭台铭、前高雄市长韩国瑜的问题爆发口角，朱私下认为侯应该“自己设法去解决”。朱立伦今天出席活动受访时以“凭空捏造、恶意造谣”等8字回应，并强调“一定要把造谣者找出来！”朱立伦表示，党部已经查证过，如果再不出来澄清，会让很多见缝插针者、造谣者再次得逞。过去这段时间他不断隐忍并呼吁大家不要恶意造谣、凭空捏造，没有发生的事情，如果凭空捏造、恶意造谣，得利的会是谁？朱立伦今天出席消防退休人员协会总会会员大会前受访时，针对朱侯阵营因整合问题爆发口角一事，做出以上表示。至于外传国民党中央考虑进驻侯友宜团队，朱立伦打算接任竞选总部主委等问题，朱立伦说，党中央与侯团队完全整合在一起，大家不要想在过程当中见缝插针或制造矛盾，国民党一定全力支持党所提名的候选人，并且完全整合在一起，不论党中央或地方党部、智库以及所有相关资源，一定全力支持侯团队。前立委邱毅认为，党中央接管侯团队选务工作，就是“换侯”的第一步？朱立伦说，如果这是一个电影情节，他尊重所有的编剧，但这跟事实完全不符。他强调	朱立伦：党和侯团队整合在一起 勿做文章见缝插针
117	据外媒报导，在就“密件案”出庭应诉数小时之后，当地时间13日晚，美国前总统川普私下会见了20多名竞选活动的顶级捐款人，并一举筹得200多万美元。据美国消费者新闻与商业频道(CNBC)报导，13日晚，川普在位于新泽西州贝德明斯特的高尔夫俱乐部内举行晚宴招待捐款人。邀请函显示，参加者必须向川普参选总统筹集或捐赠10万美元，才能在晚宴上获得一席之地。报导称，一位参加者透露，捐款人当晚一边品尝川普最喜欢的一些食物，包括蟹肉饼和汉堡，一边喝着葡萄酒和鸡尾酒等。知情人士称，川普发表了简短讲话，与他当天早些时候发表的演讲相呼应，也就是对于联邦指控他故意保留机密档表示不满，并否认自己有罪。而捐赠人则表示，将加倍支持川普。川普竞选团队向CNBC证实，这场活动在川普被联邦指控之前就已安排好，当天筹得200多万美元。商人和房地产高管佩特(Stan Pate)在社群媒体上发文称，他当晚参加了川普的筹款活动，“今晚在贝德明斯特，我要对川普说‘全速前进’！”佩特曾于2022年通过自己的一家公司向川普的政治团体捐赠了50万美元。早间咨询公司从6月9日联邦起诉书公布之日起至	川普遭起诉后募款大增 民调仍小输拜登
118	外传国民党2024参选人、新北市长侯友宜与国民党主席朱立伦双方幕僚，日前曾在内部会议起口角争执，怪罪要对方负起整合鸿海创办人郭台铭、前高雄市长韩国瑜的责任。对此，侯友宜今日表示，每个单位有不同意见，最后都会整合，大家把问题摊开来齐心解决，外界不要见缝插针。侯友宜今日出席“贵子坑溪河川环境营造计划”开工典礼，陪同出席者包括国民党立委洪孟楷，以及国民党新北市议员戴湘仪、蔡健棠，现场包括里长、市府官员等，约150人到场。侯友宜于会后受访。外传侯、朱双方幕僚日前曾在一场内部会议起口角争执，彼此互相怪罪要对方负起整合责任。侯幕僚直言，朱曾允诺提名后会帮忙摆平郭、韩整合问题，为何侯仍无法与郭、韩两人见到面？会议最后不欢而散。对此，侯友宜表示，完全没有这回事。我们每次开会就像在市政府开会一样，每个单位都有不同的意见与想法，到最后我们都会整合一致，一致对着一个目标稳定往前走。侯友宜指出，所以民主自由讨论的DNA，在国民党本来就是一个氛围，大家把问题摊开来，面对问题，大家共同齐心解决问题。侯友宜说，希望外界不要见缝插针，也不要无谓挑起大家的冲突，党内大家有志一同，	幕僚跟朱立伦阵营起口角？ 侯友宜：外界不要见缝插针
119	2024大选最新民调显示，民主进步党参选人赖清德以37.76％支持度居冠，台湾民众党参选人柯文哲31.29％、中国国民党参选人侯友宜21.87％。不过国民党智库执行长柯志恩透露，智库做的民调显示“侯友宜目前真的没有输柯文哲”。《菱传媒》14日公布的2024大选网络民调显示，赖清德以37.76％的支持度夺得第一，柯文哲则以31.29％为第二，侯友宜21.87％成第三对此，国民党参选人侯友宜表示，民调高低他都参考，也虚心看待这些事情，他不怕挑战、不怕困难。坚定步伐凝聚所有向心，团结在一起，把台湾现在困境务实解决，“从不开空头支票”，只要大家同心齐力，相信一定会赢。根据《中时新闻网》报导，柯志恩昨在政论节目《少康战情室》中提到，智库会做一些政策性民调。民调后面也会加问会支持哪位“总统”参选人，但侯友宜目前真的没有输柯文哲。柯志恩认为，包括日前的《美丽岛电子报》以及《菱传媒》都是网络民调，只是做参考，但这很容易被拿来放大解读，使蓝营支持者情绪受到影响。柯志恩表示，早就预测在六月甚至七月上半旬，经过那么多社会事件等会导致侯友宜民调低，这是事实。但她认为，既然已	曝内参数据和资料“仍居第二” 柯志恩：侯友宜还有撑点
120	民进党14日下午举行中执会，据透露，秘书长许立明进行党务报告时指出，中国国民党2024参选人侯友宜民调趋势重挫，而台湾民众党参选人柯文哲民调往上走。但许也说，提醒大家侯友宜也不是这么看坏，国民党现在掌握县市长、县市议员席次，侯还是存在实力，并非民调呈现这么衰弱，总体状况发展要特别注意。据了解，秘书长许立明在进行党务报告时说，现在面对侯、柯态度上，侯友宜民调下降、柯往上走。过去一段时间，从政大演讲到新北喂药案后续发展，结合现在各方民调数字与党内掌握数字，侯友宜民调趋势重挫。许立明提醒说，这个状况是趋势、整体情势“变化中”，我们必须严谨因应。对侯友宜来说，民调往下走，但要提醒大家，侯也不是这么看坏。国民党掌握县市长、县市议员席次，侯还是存在实力，并非这么衰弱。另外，民进党目前陆续进行艰困选区提名，中常委陈茂松会中建议，希望接下来在7月16日全代会之前，连续举行三周中执会，将剩下12选区征召完，许立明也认为建议可行。 【中评社／记者 黄筱筠】	绿高层：侯友宜支持度虽降 不能轻忽蓝基层实力
121	综合外媒报导，当地时间13日，美国前总统川普表示，如果他在2024年的总统大选中获胜，他将任命一名特别检察官专门负责调查拜登及其家族。据报导，川普是在从迈阿密返回新泽西后做出的此番表态。当天早些时候，川普在佛罗里达州迈阿密一家联邦法院出庭应诉，针对涉及“密件风波”的37项联邦刑事指控，他通过律师表示自己“无罪”。他在随后的一场演说中对他的支持者表示，“我们今天目睹了我们国家历史上最邪恶和令人发指的滥用权力，今天是最被世人唾弃的一天。 ” 川普表示自己如果在2024年再次当选美国总统，将任命特别检察官调查拜登及其家族，并称届时“正义将得到伸张”。【中新网】【图片为资料照】	川普：若再入主白宫 将立刻调查拜登家族
122	单厚之／评论国民党总统参选人侯友宜最近的状况很不妙，继《美丽岛电子报》5月两份民调之后，又有两份新公布的民调都落居“小三”，甚至被柯文哲拉开了不小的距离。虽然这两个民调机构不算太主流，但一般认为侯友宜受到“喂药案”的影响不小，民调下滑或被拉开都不太令人意外。蓝军支持者对侯友宜的凝聚力原本就不足，民调持续不振更坐实了蓝军支持者的疑虑（或偏见），各种“疑侯论”接踵而来，就连《中天》小编都“冒着丢工作风险”剪了一支影片嘲讽侯友宜，短短几天观看次数已经超过36万，扩散效果远超过侯阵营所有的宣传影片。侯友宜的民调低迷已经形成“破窗效应”，所有人都可以轻易对着“侯友宜”这扇窗子丢石头，而且不会有任何心理负担、更不必担心受到指责、反扑。侯友宜的一举一动都被放大kuso，所有的发言都被指为“草包”。政界和媒体圈甚至已经有人开始赌“侯友宜何时跌破15％的‘换柱’门槛”，“看好戏”的远比“看好”侯友宜的多得多。所有人都可以对侯友宜指指点点，“隔空抓药”更是不计其数，从当年暗讽韩国瑜、没有拜会郭台铭、没表明支持“九二共识”、没对“岁月静好”正式道歉，乃至团队有问题，一切的	侯友宜如何大破大立？
123	新北市长侯友宜在最新公布的2024大选网络民调中再度落居第三，而且落后台湾民众党柯文哲的幅度也被拉大。对此，侯友宜今日表示，民调高低自己都会参考，也虚心看待。至于国民党主席朱立伦是否将出手操盘？侯友宜表示，我们起步比较慢，团队整合要加把劲，党部与选办都会团结在一起。侯友宜今日主持市政会议，并于会后受访。《菱传媒》公布2024最新网络民调，民进党赖清德37.76%第一，台湾民众党柯文哲31.29%第二，国民党侯友宜21.87%排名第三。柯文哲民调首度破三成，也拉开与侯友宜的差距。对此，侯友宜表示，面对民调的高低，自已都会参考，也虚心看待这些事情，侯友宜不怕挑战，不怕困难，会坚定步伐，凝聚大家的向心力，团结在一起，把台湾现在面临的困境务实解决问题，自己从来不开空头支票，会努力把台湾的安全，以及永续繁荣的整个政策，来和人民报告，全力以赴让国家更好。国民党主席朱立伦是否要来帮忙操盘，担任竞选总部主委？侯友宜表示，谢谢大家都非常关心自己这一次的选举，自己到了基层，包括地方民代以及地方第一线的里长们，也都非常关心并非常支持自己，当然因为这段时间我们起步比较慢	网络民调吊车尾？ 侯友宜：团队整合加把劲
124	《菱传媒》今天公布最新2024大选网络民意调查结果显示，在民进党赖清德、台湾民众党主席柯文哲与中国国民党新北市长侯友宜三强鼎立的情况下，赖清德拿下37.76％的支持度、柯文哲站稳第二、支持度31.29％、侯友宜殿后，支持度21.87％，另有6.19％选民尚未决定、2.89％的人表示都不支持或不会去投票。民调结果显示，赖清德目前暂时领先柯文哲6.47个百分点，柯文哲暂时领先侯友宜9.42个百分点，柯文哲的支持度则是首度站上3成。民调分析，相较于5月份所做的相同民调，三人支持度的排名并无变化，仍旧是赖清德领先，柯文哲居次、侯友宜殿后，但赖清德的支持度比5月份略减1.46个百分点，侯友宜则是略增1.43个百分点，衹有第二名的柯文哲支持度突然暴冲，上升9.55个百分点。皮尔森数据表示，《菱传媒》5月公布数据尚未决定或表态都不支持／不会去投票的受访民众有18.6％，这一次未表态率下降至9.08％，根据上个月民调结果，若国民党提名侯友宜，郭台铭未获国民党征召，会有4.08％民众由挺郭改为挺柯，受到郭台铭效应影响，受访民众表态意愿明显提高。民调指出，MeToo风波	菱传媒2024总统大选民调 柯文哲首度站上3成紧追赖清德
125	综合报导，新北市议会13日下午原进行教育局长及卫生局长就私幼疑喂药案专案报告，但新北市长侯友宜临时改变行程，主动表达愿列席报告并接受质询。在新北市议长蒋根煌邀请下，侯友宜上台补充说明。新北市议会13日下午进行新北市政府教育局长及卫生局长专案报告私立幼儿园疑喂药案议程，侯友宜主动前往议会，希望向议会报告，也愿接受议员质询。侯友宜会前接受记者访问时表示，最近有很多不是事实的说法，他希望主动到议会报告，但仍待议会完成程序。据中央社报导，侯友宜指出，议会今天专案报告原订由教育局长及卫生局长进行专案报告，但看到最近很多不是事实的说法，影响社会观瞻及引发全国疑虑，因此他希望主动列席议会报告，但程序上仍待议会裁定并完成程序，他也愿意接受议员质询。他表示，事实只有一个真相，要有科学验证证据才能说话，负责任政府要清楚地把作为及事实真相告诉民众，也许很多政治上可用不同角度思维，但行政首长要诚恳，面对孩子们安全及要让家长幼儿教育放心，这是他的责任，有一分证据说一分话。侯友宜说，有人指控新北市府4月接到报案，这是对市府最大伤害，市府不断说明5月14日晚上家长报案，5月1	新北市幼儿园疑喂药案 侯友宜列席议会上台报告
126	国民党2024参选人、新北市长侯友宜今天中午出席退警人员团结大会时表示，他1975年就加入国民党，后来当警察只有一个信念就是保持行政中立、捍卫国家，过程中很多政党给他鼓励，希望他加入，但是他永远都是国民党的一分子，没有去别的政党。侯友宜强调，过去外面有很多众说纷纭的事情，但他从来不辩解，也不说明，因为事实证明，他都是国民党身份，他会在最后能奉献的时刻，用生命来捍卫国家，让两岸和平。视为挺侯“铁杆禁卫军”的退警系统，今天中午在台北市国军英雄馆举办退休警察团结大会，包含消防、海巡、移民、矫正系统等退警人员超过500人以上出席，除了退警系统外，退休军公教系统各重要人士也出席该活动，包括军公教退休总会长刘盛良、退役空军二级上将夏瀛洲和国民党黄复兴党部主委季麟连等人都出席，现场士气高昂，侯友宜到场时受到众人的热烈欢迎。 侯友宜致词时表示，去年他也退休，是退警的一分子，今年被赋予重任，除了连任市长之外，最重要的任务就是捍卫中华民国，他一生只有一个信念跟价值，守护“中华民国”、爱台澎金马，所以责任来了不会逃避，愿意牺牲奉献，用警察精神用生命顾好全台湾。至于近年通货	500位退警力挺喊“冻蒜” 侯友宜承诺检讨退抚法
127	新北市长侯友宜近期身陷“幼儿园喂药”风波，台湾民众党主席、2024参选人柯文哲12日建议，以他自己当台北市长的经验，记者会自己开、市议会的专案报告自己报告，面对就好了。至于台电代理董事长曾文生解释，过去2年台湾频繁发生大规模停电，是因电网出问题，并非缺电，系统当下都是有电，只是送不出去，引起热议。柯文哲批评，对老百姓来说，没有电就是没有电，管你发电量不足，还是电网有问题，讲那么多干什么？解决就好了！侯友宜12日上午首度亲上火线说明“幼儿园喂药”事件，及案件进度说明，但民进党立委、新北市议员仍紧抓事件猛打，并要求侯友宜13日亲自出席新北市议会的专案报告，接受民意监督。柯文哲12日中午12点50分拜会挺侯的中国国民党新北市议会议长蒋根煌，及无党团结联盟党团新北市议会党团总召蔡锦贤、无党籍新北市议员马见、李翁月娥、宋雨蓁，及民众党新北市议员陈世轩等5人，挺侯的国民党新北市议员林金结、林国春亲自迎接柯文哲，柯文哲与蒋根煌谈了5分钟后，蒋就为了赶高铁先离开。柯文哲会后接受媒体访问表示，他当台北市长，专案报告都是自己出席，面对问题是解决问题的第一步，就面对就好了	新北私幼疑喂药案 柯文哲建议侯友宜“面对就好了”
128	针对台湾民众党2024参选人柯文哲曾说新北市长侯友宜带职参选很伤，尤其在新北市幼儿园喂药案爆发后，柯更说“没办法同时抓两只兔子”。国民党主席朱立伦中午受访表示，现在民进党2024参选人赖清德也是带职参选，选举过程中，原来工作要努力做好，相信两者应该是互相加分，互相都有影响，会努力做好。朱立伦中午出席中央大学客家学院20周年庆祝茶会，他在会前接受媒体联访，做以上表示。新北市爆发某私幼疑喂药案后，蓝营人士认为侯友宜应赶快回防新北，曾任新北市长的朱立伦受访表示，每个孩子都是父母家长最宝贝的，政府在处理这些事情时，要用最高的标准、最快的速度来处理，相信新北市府以及中央都是一样的心情来面对。 朱立伦认为，侯友宜毕竟现在是国民党2024参选人，所以要用更高、更快、更严谨的态度与方法处理，一起加油保障每个孩子的平安。“我们要更努力、更加油。”至于如何看待新北市议会民进党党团呼吁侯友宜，应出席13日的议会专案报告，说明相关案情，朱立伦回答，“这些细节我就不回答了好不好。”被问到国民党台北市议员钟沛君性骚扰事件，是否觉得加害者很夸张？事后是否有关心钟沛君？朱立	侯友宜带职参选很伤？ 朱立伦：两者是互相加分
129	陈国祥／评论“滚滚长江东逝水，浪花淘尽英雄，是非成败转头空，青山依旧在，几度夕阳红。”三国演义开场白“临江仙：滚滚长江东逝水”，精准点出历史兴替的残酷事实。放到当今台湾政坛看，全面执政八年的民进党还能继续呼风唤雨吗？是非评价不一而执政成败互见的国民党，能因推出一个本土性色彩浓厚的总统候选人而重回执政吗？以柯文哲一人之力撑起来的民众党有机会成为台湾政坛的关键性力量吗？台湾人在看，全世界密切关注；毕竟，台湾已经成为地缘政治的关键性要角，领导权归于何党何人不止影响台湾内政发展与两岸关系，更将牵动区域稳定与强国对抗态势。这回台湾总统大选非同小可，美国在台协会主席罗森伯格近日公开在台对三个主要政党候选人做了“面试”，可见美国高度重视这次大选的候选人的政策主张及其执政取向。依据近期各项民调，赖清德居于领先地位，侯友宜和柯文哲伯仲之间，但现在起跑枪声刚响，还要竞跑七个月，未来变数繁多，一切预言都为时太早，全不可信。未来的胜负取决于候选人的韧力，谁能在攻防战中赢多输少，越跑越起劲，才是终点线上的赢家。一个合理的胜负评估方式是：候选人所属政党基本盘构成的“常量”是否积极投	赖、侯、柯三脚督选票的常量与变量
130	陈淞山／评论“务实的台独工作者”赖清德倘若当选总统，两岸关系发展是否会从和平走向战争呢？这是台湾内部多数民众相当关切的政治话题，也很可能影响他们在投票选择上做出难以抉择的关键因素。而许多中国大陆的涉台官员及专家在聊到这个议题时，看起来也大都认为发生战争的可能性相当高，毕竟，赖清德相当明确的台独定位结果若不予以重击，恐怕只会让台湾更向美国靠拢，成为美国霸权的政治棋子，对于中国大陆当局的“反独促统”政治任务及目标而言，无疑是相当严重的政治挫败！正因如此，台湾的总统大选过程与结果，就势必会遭受到国际政治与两岸关系发展的可能变局所影响牵动，而台湾内部主要的三大党总统候选人赖清德、侯友宜与柯文哲无不小心翼翼地处理这相关的政治议题，就如同“统合派”健将、孙文学校总校长张亚中，日前在接受媒体专访时表示，目前在两岸论述方面，侯友宜是“闪”，赖清德是“斗”，柯文哲是“拖”。他认为，赖清德称反共不反中、拒绝九二共识，就是只管自己讲什么不去想解方；而侯友宜也没提出问题解方，话都讲一半，说外界想听的；柯文哲也一样，从来不在乎要解决两岸的政治难题。因此，张亚中强调，至于两岸难题何解？	台湾总统大选与两岸关系发展的变局？
131	新北市板桥区一间私立幼儿园爆发喂毒案，新北市长侯友宜要求赖清德交代检方尽速厘清毒品来源。民主进步党2024参选人、党主席赖清德12日受访表示，侯友宜应将心比心，尽速成立医疗团队，好好照顾小孩子，保护这些孩子的健康，“侯市长，加油！”赖清德今日赴台大医院国际会议中心出席“2023台湾投资博览会”，会前接受媒体联访，媒体询问，关于新北市幼儿园喂毒案，侯友宜要求赖负责，是否位置错乱？赖清德回应，这事件重点应放在孩子，大家想一想，若这些是孩子自己的孩子、孙子，那会有多难过？应将心比心，此时最重要的是孩子的健康，所以他还是要强调，请侯友宜或新北市府，应尽速成立医疗团队，来保护这些孩子的健康。赖清德突然温情喊话“侯市长，加油！一定要好好照顾小孩子！”随后媒体追问，赖清德仅说“好，谢谢！”只开放问一题，受访全程仅半分钟，便匆匆上楼看展。 【中评社／记者 张颖齐】	新北疑喂药案 赖清德：孩子健康更重要、侯市长加油
132	民进党连江县党部11日举办马祖信赖台湾之友会成立大会，2024参选人赖清德因天候因素影响飞航、无法亲自到场，改以视讯参加。赖清德表示，他会竭尽所能稳定台海和平，打造照顾弱势又安居乐业的台湾社会。民进党党部说明，11日上午南竿机场前2班班机取消，之后虽恢复正常，但因赖清德专机起降标准与民航机不同，赖因此未能到场。《中时新闻网》报导，赖清德透过视讯先向马祖乡亲致歉说，因气候关系无法亲自到场，他强调，若有机会领导国家，会竭尽所能稳定台海和平。同时，台湾面临挑战很多，诸如数位转型、气候变迁等，他会以过去经验和政策规划，好好发展经济并照顾弱势，打造安定和谐的社会，让大家安居乐业。临时代打主持成立大会的“立委”洪申翰说，要改变马祖的政治就需要更有力的监督、更积极任事的民意代表。马祖的议题与地方服务，不能再衹有乔病床、不能再只是人情压力。支持赖清德当总统，由民进党来为马祖的海洋保育、住宅空间、稳定莒光货船、教育人文艺术等建设来努力。连江县党部主委李问表示，民进党执政对马祖的支持，不衹有船和飞机，还有国际艺术岛、复育马祖话等建设，有目共睹，大家都希望马祖可以更好，民	马祖信赖之友会 赖清德：竭尽所能稳定台海和平
133	综合报导，前美国总统川普遭到联邦刑事起诉，指控卸任后非法携出机密文件。民调显示，47%美国民众认为这项起诉出于政治动机，且他在遭到起诉后的民调仍居高不下，有61%的共和党支持者可能会在2024年总统大选时投票给他。根据9日公布的起诉书，川普（Donald Trump）遭美国联邦检察官指控在佛罗里达州海湖俱乐部（Mar-a-Lago）寓所非法持有美国核子和国防机密文件，遭控38项犯行。美国司法部指出，川普于2021年1月卸任时，带走国防部、中央情报局（CIA）、国家安全局（NSA）和其他情报机构的高度机密档案。据中新网报导，川普于当地时间10日首次公开露面。他加大火力对美国司法部“开炮”，指责检察官存在“政治动机”，目的是阻止他入主白宫。川普定于6月13日，也就是他77岁生日的前一天，在佛罗里达州迈阿密的联邦法庭出庭。美媒称，若全部罪名成立，这位元前总统最高可能“坐100年牢”。路透社报导称，川普10日在佐治亚州共和党代表大会上发表讲话。谈及最新的联邦指控，他指责美国总统拜登“精心策划了这些指控”，目的是破坏他的总统竞选活动，并转移人们对美国国会有关拜	川普涉“38罪”遭起诉 近半美国民众认有政治动机
134	基北北桃4市将推动“1200定期月票”，针对民众搭乘多项大众运具，将可享搭到饱，此月票将于6月15日贩售，7月1日正式开始上路。中国国民党新北市长暨2024参选人侯友宜、台北市长蒋万安、基隆市长谢国梁、桃园市长张善政9日于台北市府转运站齐聚，参加“基北北桃公共运输定期票启动记者会，而侯致词高喊“若中央不补助，我当总统，一定补助！”台下欢声雷动，形同另类2024造势场合。基北北桃4市长率领各交通局处长一同出席，侯友宜致词表示，他昨天接待美国在台协会（AIT）主席罗森柏格（Laura　Rosenberger）坐台铁，到平溪放天灯，他送罗森柏格1200月票，罗很讶异，说竟然只需要40元美金，就可享有基北北桃国道客运、捷运、YouBike微笑单车、火车都能乘坐，外国人都感到骄傲，他非常开心，希望大力宣传。侯友宜说，希望许多外国友人能来台湾，但1200月票，让地方政府负担严重，为了照顾市民，地方政府虽愿意承担，不过也要麻烦中央补助，现在规划3年新台币200亿元，可是恐怕会有通膨、物价飞涨，因此若中央不做，未来他当总统，该补助就补助，包括北中南。侯友宜此话一出，台下	基北北桃月票中央补助3年 侯友宜：我当总统继续做
